name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
John Hathaway,17,2,0,185.42,77.11,190.5,Orthodox,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,38.0
Cristiano Marcello,13,6,0,175.26,70.31,182.88,Orthodox,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,48.0
Antoni Hardonk,8,6,0,193.04,111.13,198.12,Orthodox,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,49.0
Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,51.0
Michael Chandler,23,8,0,172.72,70.31,180.34,Orthodox,4.89,46.0,4.58,46.0,2.17,38.0,71.0,0.9,39.0
Eric Wisely,26,9,1,172.72,65.77,182.88,Southpaw,1.42,47.0,2.08,56.0,0.0,0.0,27.0,0.9,41.0
Pascal Krauss,11,2,0,185.42,77.11,182.88,Orthodox,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,38.0
Alan Belcher,18,8,0,187.96,83.91,190.5,Orthodox,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,41.0
Tyson Griffin,16,8,0,167.64,65.77,172.72,Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,41.0
Sam Sicilia,15,8,0,172.72,65.77,170.18,Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,39.0
Ryan Gracie,5,2,0,175.26,90.72,182.88,Orthodox,0.82,61.0,0.5,40.0,2.83,75.0,25.0,0.9,51.0
Damacio Page,19,10,0,167.64,61.23,167.64,Orthodox,2.05,38.0,2.47,51.0,2.63,64.0,23.0,0.9,43.0
Aleksander Emelianenko,23,7,0,198.12,115.67,182.88,Orthodox,2.75,41.0,1.7,65.0,2.32,72.0,66.0,0.9,44.0
Samy Schiavo,10,6,0,172.72,70.31,182.88,Orthodox,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,50.0
Brodie Farber,16,7,0,185.42,77.11,182.88,Orthodox,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9,45.0
Pete Sell,10,7,0,180.34,77.11,190.5,Orthodox,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,43.0
Jason Witt,19,9,0,177.8,77.11,177.8,Orthodox,2.15,44.0,2.54,52.0,6.9,48.0,100.0,0.9,39.0
Garett Whiteley,7,3,0,182.88,70.31,182.88,Orthodox,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,45.0
Maciej Jewtuszko,12,3,0,182.88,70.31,182.88,Southpaw,2.29,45.0,1.39,66.0,0.0,0.0,42.0,0.9,44.0
Cyril Asker,9,4,0,182.88,112.04,187.96,Orthodox,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,40.0
Jumabieke Tuerxun,19,4,1,170.18,61.23,182.88,Orthodox,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,39.0
Roosevelt Roberts,12,5,0,187.96,70.31,185.42,Orthodox,3.05,44.0,3.12,52.0,1.39,29.0,52.0,0.9,31.0
Maurice Smith,12,14,0,187.96,100.24,182.88,Orthodox,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9,64.0
Bryan Baker,18,5,0,190.5,83.91,182.88,Orthodox,1.78,52.0,2.83,45.0,0.44,50.0,37.0,0.9,40.0
Glover Teixeira,33,9,0,187.96,92.99,193.04,Orthodox,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,46.0
Matheus Nicolau,19,4,1,167.64,56.7,167.64,Orthodox,3.66,53.0,3.14,66.0,1.48,45.0,93.0,0.9,32.0
James Krause,28,9,0,187.96,77.11,185.42,Orthodox,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9,39.0
Roger Narvaez,8,3,0,190.5,83.91,182.88,Southpaw,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9,42.0
Umar Nurmagomedov,16,0,0,172.72,61.23,175.26,Orthodox,4.85,70.0,0.73,75.0,4.28,45.0,100.0,0.9,29.0
Irina Alekseeva,5,2,0,172.72,61.23,170.18,Orthodox,3.84,43.0,3.55,48.0,0.87,20.0,100.0,0.9,35.0
Chris Spang,6,3,0,187.96,77.11,182.88,Orthodox,1.83,36.0,1.95,60.0,0.0,0.0,50.0,0.9,38.0
Tony Ferguson,26,9,0,180.34,70.31,193.04,Orthodox,4.98,45.0,4.26,56.0,0.42,35.0,66.0,0.9,41.0
Carmelo Marrero,16,6,0,182.88,92.99,185.42,Orthodox,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,44.0
Roger Bowling,12,6,0,175.26,70.31,172.72,Orthodox,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9,43.0
Ildemar Alcantara,21,11,0,187.96,83.91,198.12,Orthodox,1.93,38.0,2.63,50.0,2.0,68.0,81.0,0.9,43.0
Chase Beebe,24,13,1,170.18,61.23,170.18,Orthodox,2.17,38.0,1.64,69.0,2.49,42.0,41.0,0.9,40.0
Ricardo Lamas,20,8,0,172.72,65.77,180.34,Orthodox,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,43.0
Marlon Vera,21,8,1,172.72,61.23,177.8,Switch,4.37,50.0,5.16,51.0,0.58,39.0,70.0,0.9,33.0
Alex Karalexis,10,6,0,172.72,70.31,167.64,Orthodox,2.57,42.0,2.39,54.0,2.7,45.0,86.0,0.9,48.0
Curt Warburton,13,6,0,182.88,70.31,185.42,Orthodox,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9,39.0
Matt Frevola,11,4,1,175.26,70.31,180.34,Orthodox,3.71,42.0,3.57,59.0,2.59,40.0,42.0,0.9,35.0
Blake Bilder,8,1,1,172.72,65.77,172.72,Switch,4.96,50.0,4.54,56.0,0.45,10.0,100.0,0.9,35.0
Tonya Evinger,19,8,0,170.18,61.23,177.8,Orthodox,1.16,42.0,4.02,38.0,0.93,30.0,33.0,0.9,44.0
Mike Wilkinson,9,4,0,170.18,65.77,167.64,Orthodox,2.35,38.0,3.7,35.0,0.92,14.0,55.0,0.9,38.0
Diego Rivas,10,2,0,172.72,65.77,175.26,Orthodox,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,34.0
Mark Hominick,20,12,0,172.72,65.77,172.72,Orthodox,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,43.0
Rick Story,19,9,0,175.26,77.11,180.34,Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,41.0
Garreth McLellan,13,6,0,185.42,83.91,182.88,Southpaw,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,43.0
Dave Jansen,20,4,0,175.26,70.31,185.42,Orthodox,2.94,33.0,3.67,58.0,2.79,28.0,38.0,0.9,46.0
Mariya Agapova,10,4,0,167.64,56.7,172.72,Southpaw,4.67,55.0,3.82,52.0,0.59,66.0,47.0,0.9,28.0
Alex Huddleston,6,2,0,200.66,115.21,182.88,Unknown,2.47,42.0,2.59,67.0,0.0,0.0,0.0,0.9,45.0
Tim Hague,21,13,0,193.04,117.93,193.04,Orthodox,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9,42.0
Masanori Kanehara,26,12,5,170.18,61.23,170.18,Orthodox,1.88,49.0,1.63,62.0,1.44,50.0,63.0,0.9,43.0
Tatiana Suarez,11,0,0,165.1,52.16,167.64,Southpaw,4.27,63.0,1.38,51.0,6.2,61.0,100.0,0.9,35.0
Luigi Fioravanti,26,15,0,172.72,77.11,177.8,Orthodox,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,44.0
Carlos Newton,16,14,0,175.26,77.11,182.88,Orthodox,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9,49.0
Danilo Marques,11,4,0,198.12,92.99,195.58,Orthodox,1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8,40.0
Renzo Gracie,13,7,1,177.8,83.91,182.88,Orthodox,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8,58.0
Stephanie Egger,8,4,0,167.64,61.23,172.72,Orthodox,1.93,53.0,2.08,53.0,3.04,40.0,50.0,0.8,37.0
Austin Springer,12,4,0,172.72,65.77,180.34,Orthodox,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,38.0
Iuri Alcantara,35,10,0,175.26,61.23,180.34,Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,45.0
Da'Mon Blackshear,14,6,1,177.8,61.23,182.88,Switch,4.28,47.0,4.09,48.0,2.34,37.0,66.0,0.8,31.0
Spencer Fisher,24,9,0,170.18,70.31,172.72,Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,49.0
Kurt Pellegrino,16,7,0,172.72,70.31,177.8,Orthodox,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,46.0
Trey Ogden,16,6,0,180.34,70.31,182.88,Orthodox,3.64,47.0,4.02,58.0,1.29,16.0,100.0,0.8,36.0
Anderson Silva,34,11,0,187.96,83.91,195.58,Southpaw,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,50.0
Carlston Harris,19,5,0,182.88,77.11,193.04,Orthodox,2.93,49.0,2.44,53.0,2.05,29.0,55.0,0.8,38.0
Jorge Santiago,25,12,0,185.42,77.11,190.5,Orthodox,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,45.0
Gleison Tibau,33,14,0,177.8,70.31,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,42.0
Josh Shockley,11,4,0,185.42,70.31,182.88,Orthodox,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,36.0
Mark Coleman,16,10,0,185.42,92.99,190.5,Orthodox,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,61.0
Sarah Moras,6,8,0,170.18,61.23,170.18,Orthodox,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8,37.0
Jimmy Ambriz,17,21,1,187.96,142.88,182.88,Southpaw,0.83,29.0,3.76,40.0,3.13,57.0,100.0,0.8,55.0
Chris Cariaso,17,8,0,160.02,56.7,162.56,Southpaw,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,44.0
Rogerio Nogueira,23,10,0,187.96,92.99,190.5,Southpaw,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,49.0
Russell Doane,15,8,0,170.18,61.23,177.8,Orthodox,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,39.0
Rony Jason,14,7,0,170.18,65.77,185.42,Orthodox,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,41.0
Maki Pitolo,13,9,0,177.8,83.91,190.5,Orthodox,4.1,44.0,3.93,55.0,2.24,52.0,50.0,0.8,35.0
Joanderson Brito,16,3,1,172.72,65.77,182.88,Orthodox,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,30.0
Zhang Lipeng,23,9,1,180.34,70.31,180.34,Southpaw,1.28,48.0,1.88,53.0,1.75,30.0,69.0,0.8,35.0
Francisco Prado,12,1,0,177.8,70.31,175.26,Orthodox,3.46,50.0,3.83,46.0,0.0,0.0,25.0,0.8,23.0
Amanda Lemos,13,3,1,162.56,52.16,165.1,Southpaw,3.54,55.0,4.66,42.0,0.82,55.0,55.0,0.8,38.0
Jamie Varner,21,11,1,172.72,70.31,180.34,Orthodox,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,41.0
Seth Baczynski,20,14,0,190.5,77.11,190.5,Orthodox,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,44.0
Jonathan Pearce,14,5,0,182.88,65.77,180.34,Switch,5.6,56.0,3.35,55.0,5.29,53.0,56.0,0.8,33.0
Kenny Robertson,15,5,0,177.8,77.11,187.96,Orthodox,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8,41.0
Montserrat Conejo Ruiz,10,4,0,152.4,52.16,154.94,Southpaw,0.79,27.0,4.96,37.0,2.05,83.0,33.0,0.8,32.0
Khabib Nurmagomedov,29,0,0,177.8,70.31,177.8,Orthodox,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,37.0
Gary Goodridge,23,22,1,190.5,112.94,182.88,Orthodox,1.84,56.0,2.14,48.0,0.4,100.0,53.0,0.8,59.0
Justin Buchholz,15,10,0,182.88,70.31,185.42,Orthodox,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8,42.0
Malcolm Gordon,14,7,0,170.18,56.7,180.34,Switch,1.93,42.0,2.26,42.0,1.61,30.0,9.0,0.8,35.0
Achmed Labasanov,7,4,0,190.5,97.52,182.88,Orthodox,0.75,39.0,1.1,46.0,3.0,100.0,0.0,0.8,47.0
Joseph Gigliotti,7,2,0,180.34,83.91,182.88,Orthodox,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8,32.0
Liang Na,19,7,0,165.1,56.7,170.18,Orthodox,1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8,29.0
Mike Stumpf,11,4,0,177.8,77.11,182.88,Unknown,3.34,43.0,8.85,47.0,1.59,25.0,33.0,0.8,39.0
Aljamain Sterling,23,4,0,170.18,61.23,180.34,Orthodox,4.73,52.0,2.41,58.0,1.97,24.0,45.0,0.8,36.0
Kevin Randleman,17,16,0,177.8,92.99,182.88,Orthodox,1.26,54.0,1.12,57.0,2.0,56.0,30.0,0.8,54.0
Rory Singer,11,9,0,187.96,83.91,195.58,Orthodox,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,49.0
Darrion Caldwell,10,1,0,177.8,61.23,182.88,Unknown,0.85,34.0,0.57,60.0,3.41,66.0,100.0,0.8,36.0
Alex Andrade,10,5,0,180.34,90.72,182.88,Orthodox,0.2,36.0,2.6,53.0,0.0,0.0,25.0,0.8,51.0
Antonio Silva,19,12,1,193.04,119.75,208.28,Orthodox,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,46.0
Nate Marquardt,35,19,2,182.88,83.91,187.96,Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,46.0
Kevin Burns,12,7,0,177.8,77.11,187.96,Orthodox,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8,45.0
Vinny Magalhaes,14,9,0,190.5,92.99,190.5,Orthodox,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,41.0
Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8,53.0
Montana De La Rosa,12,9,1,170.18,56.7,172.72,Orthodox,2.7,36.0,3.21,44.0,1.71,31.0,64.0,0.8,30.0
Cynthia Calvillo,9,6,1,162.56,52.16,162.56,Orthodox,4.41,38.0,4.12,64.0,1.8,44.0,77.0,0.8,38.0
Brock Jardine,12,6,0,180.34,77.11,182.88,Orthodox,1.06,30.0,3.34,56.0,0.0,0.0,14.0,0.8,40.0
Cameron Saaiman,9,1,0,172.72,61.23,170.18,Southpaw,5.28,46.0,3.24,55.0,1.0,36.0,44.0,0.8,25.0
Cat Zingano,10,4,0,167.64,65.77,172.72,Southpaw,2.57,61.0,1.63,47.0,2.77,65.0,42.0,0.8,43.0
Trey Waters,8,1,0,195.58,77.11,195.58,Orthodox,6.45,45.0,3.95,61.0,0.78,50.0,77.0,0.8,30.0
Sangwook Kim,9,3,0,182.88,70.31,182.88,Orthodox,5.57,51.0,7.94,48.0,1.65,18.0,66.0,0.8,32.0
Efrain Escudero,28,12,0,175.26,70.31,180.34,Orthodox,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,39.0
John Allan,13,7,0,185.42,92.99,190.5,Orthodox,3.56,42.0,5.74,52.0,1.4,71.0,50.0,0.8,32.0
Royce Gracie,15,2,3,185.42,79.38,182.88,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,59.0
James Head,9,4,0,185.42,77.11,185.42,Orthodox,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8,41.0
Jessica Rakoczy,1,5,0,170.18,52.16,182.88,Orthodox,2.5,44.0,3.55,64.0,0.75,20.0,0.0,0.8,48.0
Kevin Lee,18,8,0,175.26,77.11,195.58,Orthodox,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8,33.0
Naoyuki Kotani,34,14,7,172.72,70.31,167.64,Southpaw,1.02,31.0,2.89,50.0,0.83,16.0,46.0,0.8,44.0
Joseph Holmes,8,4,0,193.04,83.91,203.2,Orthodox,2.88,53.0,3.08,54.0,1.49,40.0,50.0,0.8,30.0
Dashon Johnson,9,2,0,170.18,65.77,182.88,Orthodox,1.01,69.0,3.83,35.0,0.85,33.0,63.0,0.8,37.0
Domingo Pilarte,8,3,0,182.88,61.23,185.42,Southpaw,1.31,47.0,2.96,40.0,1.2,42.0,54.0,0.8,35.0
Takanori Gomi,35,14,0,170.18,70.31,177.8,Southpaw,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,47.0
TJ Dillashaw,18,5,0,167.64,61.23,170.18,Orthodox,5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8,39.0
Denise Gomes,8,3,0,157.48,52.16,160.02,Orthodox,4.81,48.0,3.66,49.0,1.13,33.0,47.0,0.8,26.0
Derrick Krantz,22,12,0,177.8,77.11,182.88,Orthodox,2.07,37.0,4.03,50.0,3.18,50.0,0.0,0.8,37.0
Mark Vorgeas,5,3,1,177.8,61.23,182.88,Unknown,3.87,32.0,4.19,51.0,0.0,0.0,50.0,0.8,36.0
Gregor Gillespie,14,1,0,170.18,70.31,180.34,Orthodox,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8,39.0
Tim Boetsch,21,13,0,182.88,83.91,187.96,Orthodox,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8,44.0
Mike Kyle,22,14,1,193.04,92.99,195.58,Orthodox,3.93,51.0,3.35,49.0,1.33,62.0,50.0,0.8,45.0
Marion Reneau,9,8,1,167.64,61.23,172.72,Orthodox,3.2,41.0,3.52,59.0,0.62,63.0,50.0,0.8,48.0
Justin Haskins,7,6,0,177.8,77.11,182.88,Orthodox,1.51,33.0,2.65,54.0,1.62,40.0,52.0,0.8,46.0
Kleydson Rodrigues,8,3,0,165.1,61.23,170.18,Orthodox,5.48,62.0,2.75,48.0,0.85,25.0,63.0,0.8,30.0
Jenel Lausa,7,5,0,165.1,56.7,172.72,Orthodox,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8,37.0
Rachael Ostovich,4,6,0,160.02,56.7,157.48,Orthodox,2.54,43.0,3.97,57.0,2.03,83.0,66.0,0.8,34.0
Zabit Magomedsharipov,18,1,0,185.42,65.77,185.42,Orthodox,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,34.0
Kay Hansen,7,6,0,157.48,52.16,160.02,Orthodox,3.01,50.0,3.19,51.0,1.83,22.0,37.0,0.8,26.0
Jon Fitch,30,7,1,182.88,77.11,187.96,Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,47.0
Felice Herrig,14,10,0,162.56,52.16,165.1,Orthodox,3.84,37.0,5.19,48.0,1.08,28.0,75.0,0.8,41.0
Joey Gambino,9,2,0,170.18,65.77,182.88,Orthodox,2.47,35.0,2.53,51.0,0.0,0.0,42.0,0.8,37.0
Kyung Ho Kang,19,10,0,175.26,61.23,185.42,Orthodox,3.35,48.0,3.33,55.0,1.87,57.0,68.0,0.8,38.0
Benson Henderson,24,7,0,175.26,77.11,177.8,Southpaw,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,42.0
Alexander Otsuka,5,13,0,185.42,92.99,182.88,Orthodox,0.9,55.0,1.16,51.0,1.51,43.0,53.0,0.8,54.0
Chris Weidman,15,7,0,187.96,83.91,198.12,Orthodox,2.98,43.0,3.27,50.0,3.6,43.0,65.0,0.8,41.0
Bryan Caraway,21,9,0,172.72,61.23,172.72,Orthodox,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8,41.0
Amanda Ribas,12,4,0,160.02,52.16,167.64,Orthodox,4.92,42.0,3.33,63.0,1.99,51.0,87.0,0.8,32.0
Reginaldo Vieira,13,5,0,170.18,61.23,165.1,Orthodox,3.76,40.0,2.89,59.0,1.97,27.0,25.0,0.8,43.0
Tamires Vidal,7,2,0,167.64,61.23,172.72,Orthodox,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8,27.0
Antonio Carlos Junior,11,5,0,187.96,83.91,200.66,Orthodox,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,35.0
Craig White,14,9,0,187.96,77.11,193.04,Orthodox,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8,35.0
Urijah Faber,35,11,0,167.64,61.23,170.18,Orthodox,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,46.0
Fabio Nascimento,11,6,0,177.8,83.91,182.88,Orthodox,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8,42.0
Frank Gomez,10,6,0,177.8,61.23,170.18,Orthodox,1.52,48.0,0.79,66.0,1.14,60.0,70.0,0.8,39.0
Chad Anheliger,12,7,0,167.64,61.23,162.56,Orthodox,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8,39.0
Diego Sanchez,31,13,0,177.8,77.11,182.88,Southpaw,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,44.0
Chris Leben,22,11,0,180.34,83.91,185.42,Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,45.0
Julianna Pena,12,5,0,167.64,61.23,175.26,Orthodox,3.16,47.0,2.3,50.0,1.94,55.0,23.0,0.8,36.0
Katsunori Kikuno,24,8,2,172.72,65.77,167.64,Orthodox,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,44.0
Wellington Turman,18,8,0,182.88,77.11,182.88,Orthodox,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8,29.0
Kyle Noke,22,10,1,185.42,77.11,193.04,Southpaw,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,45.0
Kanako Murata,12,3,0,154.94,52.16,157.48,Orthodox,2.15,56.0,2.4,53.0,3.38,56.0,100.0,0.8,32.0
Alistair Overeem,47,19,0,193.04,120.2,203.2,Orthodox,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,45.0
John Teixeira,21,2,2,170.18,65.77,182.88,Orthodox,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7,39.0
Tony Sims,12,4,0,180.34,70.31,177.8,Southpaw,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7,40.0
Renato Moicano,17,5,1,180.34,70.31,182.88,Orthodox,4.75,47.0,4.07,60.0,1.66,46.0,74.0,0.7,36.0
Khama Worthy,16,9,0,180.34,70.31,187.96,Orthodox,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7,39.0
Jack Shore,17,1,0,172.72,61.23,180.34,Orthodox,3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7,30.0
Felipe Arantes,18,10,1,172.72,61.23,185.42,Orthodox,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,37.0
Claudia Gadelha,18,5,0,162.56,52.16,160.02,Orthodox,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7,37.0
Joaquim Silva,13,5,0,172.72,70.31,175.26,Southpaw,3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7,36.0
Daiki Hata,17,11,7,167.64,63.05,182.88,Orthodox,1.44,39.0,1.42,55.0,0.67,100.0,35.0,0.7,43.0
George Sullivan,17,7,0,182.88,77.11,185.42,Orthodox,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,44.0
Ramazan Emeev,20,6,0,177.8,77.11,193.04,Southpaw,2.53,45.0,2.14,65.0,2.37,29.0,66.0,0.7,38.0
Mitsuhiro Ishida,20,8,1,167.64,69.85,182.88,Southpaw,1.46,41.0,1.13,61.0,4.76,53.0,33.0,0.7,47.0
Yair Rodriguez,16,4,0,180.34,65.77,180.34,Orthodox,4.63,46.0,4.07,51.0,0.73,28.0,59.0,0.7,33.0
Scott Jorgensen,15,12,0,165.1,61.23,167.64,Orthodox,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,43.0
Casey O'Neill,9,1,0,167.64,56.7,175.26,Orthodox,8.77,55.0,5.9,58.0,1.96,42.0,71.0,0.7,28.0
Ian Freeman,20,7,1,180.34,102.06,182.88,Orthodox,2.54,48.0,3.11,44.0,1.44,40.0,80.0,0.7,59.0
Diego Saraiva,22,20,1,167.64,70.31,182.88,Orthodox,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,43.0
Alexis Davis,21,11,0,167.64,61.23,172.72,Orthodox,4.63,49.0,4.45,54.0,0.95,44.0,34.0,0.7,41.0
Brian Camozzi,7,5,0,187.96,77.11,198.12,Orthodox,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7,34.0
Lucie Pudilova,14,9,0,172.72,61.23,170.18,Orthodox,3.68,37.0,3.83,51.0,0.55,27.0,66.0,0.7,31.0
Ricardo Ramos,16,5,0,175.26,65.77,182.88,Orthodox,3.21,37.0,3.78,57.0,2.79,59.0,72.0,0.7,30.0
Matt Mitrione,12,5,0,190.5,120.2,208.28,Switch,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,47.0
Joe Duffy,16,5,0,177.8,70.31,185.42,Orthodox,2.68,34.0,3.78,54.0,0.96,66.0,64.0,0.7,37.0
Anderson Dos Santos,21,9,0,165.1,61.23,177.8,Orthodox,2.7,25.0,5.37,49.0,0.98,14.0,66.0,0.7,40.0
Milton Vieira,13,8,2,182.88,65.77,182.88,Orthodox,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7,47.0
David Kaplan,3,4,0,170.18,70.31,182.88,Orthodox,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7,46.0
Amanda Nunes,23,5,0,172.72,61.23,175.26,Orthodox,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,37.0
Robert Sanchez,8,2,0,167.64,56.7,167.64,Orthodox,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,39.0
Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,51.0
Manvel Gamburyan,15,10,0,165.1,61.23,170.18,Orthodox,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,44.0
Don Madge,9,3,1,182.88,70.31,182.88,Southpaw,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,35.0
Brad Scott,11,6,0,185.42,77.11,193.04,Orthodox,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,36.0
Mandy Bohm,8,2,0,170.18,56.7,180.34,Orthodox,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7,36.0
Michelle Waterson-Gomez,18,12,0,160.02,52.16,157.48,Orthodox,3.56,46.0,4.19,49.0,1.42,32.0,70.0,0.7,39.0
Rafael Estevam,12,0,0,172.72,56.7,175.26,Orthodox,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7,29.0
Matt Sayles,8,4,0,170.18,70.31,172.72,Orthodox,4.83,41.0,2.81,61.0,0.36,16.0,81.0,0.7,31.0
Mauricio Rua,27,14,1,185.42,92.99,193.04,Orthodox,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,44.0
Steven Peterson,19,11,0,177.8,65.77,177.8,Orthodox,4.76,40.0,5.94,53.0,1.42,26.0,64.0,0.7,35.0
Amir Albazi,17,1,0,165.1,56.7,172.72,Orthodox,2.8,39.0,3.07,63.0,1.71,33.0,40.0,0.7,32.0
